,KIR2DL1 (3802),HLA-DRB5 (3127),HLA-DOA (3111),HLA-DOB (3112),CD80 (941),CD86 (942),KLRD1 (3824),KLRC1 (3821),CD28 (940),TNF (7124),KIR2DL3 (3804),IFNG (3458),HLA-C (3107),HLA-B (3106),HLA-DMB (3109),IL1B (3553),HLA-DMA (3108),HLA-F (3134),HLA-E (3133),HLA-A (3105),IL2 (3558),HLA-DPA1 (3113),HLA-DPB1 (3115),HLA-DQA1 (3117),HLA-G (3135),KIR3DL1 (3811),HLA-DQA2 (3118),KIR3DL2 (3812),HLA-DQB1 (3119),IL1A (3552),PRF1 (5551),FAS (355),FASLG (356),GZMB (3002),IL6 (3569),HLA-DRB1 (3123),HLA-DRA (3122)
ACH-000694,0.0,0.765534746362977,0.01435529297707,2.189033824390017,0.01435529297707,1.4646682670034443,0.01435529297707,0.0,0.01435529297707,0.0840642647884745,0.0,0.0,7.766065051474954,10.001267436790776,0.6599245584023783,1.5753123306874368,2.403267722339301,6.013238915113665,7.260213886771416,8.01664117047407,0.0,0.5558161550616396,0.2868811477881615,0.0565835283663675,0.6040713236688608,0.0,0.070389327891398,0.0,0.0565835283663675,1.5058909297299572,0.0285691521967709,2.18269229751619,0.0,0.0426443374084937,0.2141248053528473,1.632268215499513,2.9597701552114675
ACH-000619,0.0,0.2986583155645151,0.0285691521967709,2.097610796626422,0.01435529297707,0.5655971758542251,0.0,0.0,0.0,0.0976107966264223,0.0,0.0,8.980882160180112,9.712372233433484,0.632268215499513,5.2268938135713885,2.114367024952,6.499845887083206,7.495934952376285,9.810121726498522,0.0,0.2387868595871164,2.877744249949002,0.2986583155645151,0.4646682670034443,0.0,0.0,0.0,2.572889668420581,3.788685710613534,0.0,3.2539892662307865,0.0,0.1243281350022017,2.7070829917717063,1.782408564927373,1.4750848829487828
ACH-000647,0.0,0.5058909297299572,0.137503523749935,1.0285691521967708,0.0,0.0,1.967168607532628,0.0565835283663675,0.01435529297707,0.2265085298086797,0.0,0.0,7.974299858003734,8.570918255328666,2.521050736900963,0.7570232465074596,3.3405622690264134,4.713695814843359,6.328226118787732,8.026578770127715,0.0,0.4436066514756146,0.2509615735332188,0.1110313123887439,0.3448284969974411,0.0,0.1634987322828795,0.1110313123887439,2.8659188145522125,0.6229303509201767,0.1110313123887439,3.933572638261024,0.0,1.263034405833794,8.413712542087795,1.4329594072761065,0.9927684307689242
ACH-000231,0.0,0.1763227726404629,0.0,2.405992359675837,0.0565835283663675,0.2750070474998698,0.4956951626240688,0.0,0.1110313123887439,0.1243281350022017,0.0,0.0,10.313790025443684,11.328674927327947,0.6507645591169022,1.1763227726404628,2.0840642647884744,5.774787059601174,7.550131104144458,10.438064085093638,0.0,0.5360529002402097,0.4005379295837288,0.2387868595871164,1.4222330006830477,0.0,0.0,0.0,0.0426443374084937,0.3785116232537298,0.0,4.839959587489532,0.0426443374084937,0.0,3.475084882948783,0.2387868595871164,0.6599245584023783
ACH-000837,0.0,0.0285691521967709,0.01435529297707,0.2868811477881615,0.01435529297707,0.0,0.0565835283663675,0.0426443374084937,0.01435529297707,0.2141248053528473,0.01435529297707,0.0,6.556276124790035,5.333065878076355,0.2016338611696504,0.1505596765753814,0.9560566524124028,0.8718436485093178,4.90159099190337,3.654206377944292,0.0,0.3448284969974411,0.2630344058337938,0.1634987322828795,0.2265085298086797,0.01435529297707,0.070389327891398,0.0426443374084937,0.0976107966264223,0.8953026213333066,0.0285691521967709,0.411426245726465,0.0,0.0,0.7398481026993274,0.3673710656485294,0.6870606883398922
