,HLA-DRB5 (3127),LTA (4049),HLA-DOA (3111),HLA-DOB (3112),CD80 (941),CD86 (942),CD28 (940),TNF (7124),ICA1 (3382),IFNG (3458),PTPRN2 (5799),HLA-C (3107),HLA-B (3106),INS (3630),IL1B (3553),HLA-DMB (3109),PTPRN (5798),HLA-DMA (3108),HLA-F (3134),HLA-E (3133),HLA-A (3105),IL2 (3558),HLA-DPA1 (3113),IL12B (3593),HLA-DPB1 (3115),GAD1 (2571),HLA-DQA1 (3117),HLA-G (3135),HLA-DQA2 (3118),IL12A (3592),CPE (1363),HLA-DQB1 (3119),GAD2 (2572),IL1A (3552),HSPD1 (3329),PRF1 (5551),FAS (355),FASLG (356),GZMB (3002),HLA-DRB1 (3123),HLA-DRA (3122)
ACH-000694,0.765534746362977,0.0285691521967709,0.01435529297707,2.189033824390017,0.01435529297707,1.4646682670034443,0.01435529297707,0.0840642647884745,1.613531652917927,0.0,0.2750070474998698,7.766065051474954,10.001267436790776,0.0,1.5753123306874368,0.6599245584023783,0.01435529297707,2.403267722339301,6.013238915113665,7.260213886771416,8.01664117047407,0.0,0.5558161550616396,0.01435529297707,0.2868811477881615,2.454175893185802,0.0565835283663675,0.6040713236688608,0.070389327891398,0.722466024471091,2.84197311892718,0.0565835283663675,0.0426443374084937,1.5058909297299572,8.283319906678441,0.0285691521967709,2.18269229751619,0.0,0.0426443374084937,1.632268215499513,2.9597701552114675
ACH-000619,0.2986583155645151,0.2016338611696504,0.0285691521967709,2.097610796626422,0.01435529297707,0.5655971758542251,0.0,0.0976107966264223,3.626439136697315,0.0,0.070389327891398,8.980882160180112,9.712372233433484,0.0,5.2268938135713885,0.632268215499513,0.1110313123887439,2.114367024952,6.499845887083206,7.495934952376285,9.810121726498522,0.0,0.2387868595871164,0.0426443374084937,2.877744249949002,2.0461417816447205,0.2986583155645151,0.4646682670034443,0.0,0.9107326619029126,2.321928094887362,2.572889668420581,0.0,3.788685710613534,8.257199242778547,0.0,3.2539892662307865,0.0,0.1243281350022017,1.782408564927373,1.4750848829487828
ACH-000647,0.5058909297299572,0.0976107966264223,0.137503523749935,1.0285691521967708,0.0,0.0,0.01435529297707,0.2265085298086797,4.135042286233651,0.0,1.584962500721156,7.974299858003734,8.570918255328666,0.0,0.7570232465074596,2.521050736900963,0.2630344058337938,3.3405622690264134,4.713695814843359,6.328226118787732,8.026578770127715,0.0,0.4436066514756146,0.070389327891398,0.2509615735332188,4.351910961103077,0.1110313123887439,0.3448284969974411,0.1634987322828795,1.3103401206121503,4.282439805006387,2.8659188145522125,0.1505596765753814,0.6229303509201767,8.785910134494577,0.1110313123887439,3.933572638261024,0.0,1.263034405833794,1.4329594072761065,0.9927684307689242
ACH-000231,0.1763227726404629,0.1505596765753814,0.0,2.405992359675837,0.0565835283663675,0.2750070474998698,0.1110313123887439,0.1243281350022017,2.070389327891398,0.0,0.0976107966264223,10.313790025443684,11.328674927327947,0.0,1.1763227726404628,0.6507645591169022,2.488000770834068,2.0840642647884744,5.774787059601174,7.550131104144458,10.438064085093638,0.0,0.5360529002402097,0.0,0.4005379295837288,4.266786540694901,0.2387868595871164,1.4222330006830477,0.0,0.7048719644563528,3.0840642647884744,0.0426443374084937,0.0,0.3785116232537298,7.732472725641434,0.0,4.839959587489532,0.0426443374084937,0.0,0.2387868595871164,0.6599245584023783
ACH-000837,0.0285691521967709,0.3219280948873623,0.01435529297707,0.2868811477881615,0.01435529297707,0.0,0.01435529297707,0.2141248053528473,4.77082904603249,0.0,0.01435529297707,6.556276124790035,5.333065878076355,0.0,0.1505596765753814,0.2016338611696504,0.1110313123887439,0.9560566524124028,0.8718436485093178,4.90159099190337,3.654206377944292,0.0,0.3448284969974411,0.070389327891398,0.2630344058337938,3.513490745588118,0.1634987322828795,0.2265085298086797,0.070389327891398,1.1826922975161902,3.955126781261366,0.0976107966264223,0.0,0.8953026213333066,8.488723865849234,0.0285691521967709,0.411426245726465,0.0,0.0,0.3673710656485294,0.6870606883398922
